"time","trans","density","avg_degree","avg_nbet","avg_evc"
1,1,0.111111111111111,0.888888888888889,0,0.314269680527354
2,0,0.194444444444444,1.55555555555556,0.0238095238095238,0.222222222308305
3,0.4,0.277777777777778,2.22222222222222,0.218253968253968,0.273756719816451
4,0,0.305555555555556,2.44444444444444,0.142857142857143,0.320523167574854
5,0.214285714285714,0.361111111111111,2.88888888888889,0.126984126984127,0.317840702268898
6,0.342857142857143,0.388888888888889,3.11111111111111,0.107142857142857,0.318096162887506
7,0.230769230769231,0.416666666666667,3.33333333333333,0.111111111111111,0.316502912260429
8,0.352941176470588,0.472222222222222,3.77777777777778,0.0793650793650794,0.322174654834223
9,0.473684210526316,0.555555555555556,4.44444444444444,0.0634920634920635,0.322144005325569
10,0.627272727272727,0.666666666666667,5.33333333333333,0.0476190476190476,0.327681413339164
11,0.73943661971831,0.75,6,0.0357142857142857,0.328826971762997
12,0.786585365853659,0.805555555555556,6.44444444444444,0.0277777777777778,0.330357021924255
13,0.782608695652174,0.805555555555556,6.44444444444444,0.0277777777777778,0.331094487283577
14,0.789473684210526,0.833333333333333,6.66666666666667,0.0238095238095238,0.332617436053883
15,0.72972972972973,0.777777777777778,6.22222222222222,0.0317460317460317,0.331903158617536
16,0.72972972972973,0.777777777777778,6.22222222222222,0.0317460317460317,0.331903158617536
17,0.72972972972973,0.777777777777778,6.22222222222222,0.0317460317460317,0.331903158617536
18,0.72972972972973,0.777777777777778,6.22222222222222,0.0317460317460317,0.331903158617536
19,0.72972972972973,0.777777777777778,6.22222222222222,0.0317460317460317,0.331903158617536
20,0.72972972972973,0.777777777777778,6.22222222222222,0.0317460317460317,0.331903158617536
21,0.72972972972973,0.777777777777778,6.22222222222222,0.0317460317460317,0.331903158617536
22,0.72972972972973,0.777777777777778,6.22222222222222,0.0317460317460317,0.331903158617536
23,0.72972972972973,0.777777777777778,6.22222222222222,0.0317460317460317,0.331903158617536
24,0.72972972972973,0.777777777777778,6.22222222222222,0.0317460317460317,0.331903158617536
25,0.72972972972973,0.777777777777778,6.22222222222222,0.0317460317460317,0.331903158617536
26,0.72972972972973,0.777777777777778,6.22222222222222,0.0317460317460317,0.331903158617536
27,0.72972972972973,0.777777777777778,6.22222222222222,0.0317460317460317,0.331903158617536
28,0.72972972972973,0.777777777777778,6.22222222222222,0.0317460317460317,0.331903158617536
29,0.72972972972973,0.777777777777778,6.22222222222222,0.0317460317460317,0.331903158617536
30,0.72972972972973,0.777777777777778,6.22222222222222,0.0317460317460317,0.331903158617536
31,0.72972972972973,0.777777777777778,6.22222222222222,0.0317460317460317,0.331903158617536
32,0.72972972972973,0.777777777777778,6.22222222222222,0.0317460317460317,0.331903158617536
33,0.72972972972973,0.777777777777778,6.22222222222222,0.0317460317460317,0.331903158617536
34,0.72972972972973,0.777777777777778,6.22222222222222,0.0317460317460317,0.331903158617536
35,0.72972972972973,0.777777777777778,6.22222222222222,0.0317460317460317,0.331903158617536
36,0.72972972972973,0.777777777777778,6.22222222222222,0.0317460317460317,0.331903158617536
37,0.72972972972973,0.777777777777778,6.22222222222222,0.0317460317460317,0.331903158617536
38,0.72972972972973,0.777777777777778,6.22222222222222,0.0317460317460317,0.331903158617536
39,0.72972972972973,0.777777777777778,6.22222222222222,0.0317460317460317,0.331903158617536
40,0.72972972972973,0.777777777777778,6.22222222222222,0.0317460317460317,0.331903158617536
41,0.72972972972973,0.777777777777778,6.22222222222222,0.0317460317460317,0.331903158617536
42,0.72972972972973,0.777777777777778,6.22222222222222,0.0317460317460317,0.331903158617536
43,0.72972972972973,0.777777777777778,6.22222222222222,0.0317460317460317,0.331903158617536
44,0.72972972972973,0.777777777777778,6.22222222222222,0.0317460317460317,0.331903158617536
45,0.72972972972973,0.777777777777778,6.22222222222222,0.0317460317460317,0.331903158617536
46,0.72972972972973,0.777777777777778,6.22222222222222,0.0317460317460317,0.331903158617536
47,0.72972972972973,0.777777777777778,6.22222222222222,0.0317460317460317,0.331903158617536
48,0.72972972972973,0.777777777777778,6.22222222222222,0.0317460317460317,0.331903158617536
49,0.72972972972973,0.777777777777778,6.22222222222222,0.0317460317460317,0.331903158617536
50,0.72972972972973,0.777777777777778,6.22222222222222,0.0317460317460317,0.331903158617536
