"time","trans","density","avg_degree","avg_nbet","avg_evc"
1,1,0.111111111111111,0.888888888888889,0,0.314269680527354
2,1,0.111111111111111,0.888888888888889,0,0.314269680527354
3,0,0.138888888888889,1.11111111111111,0.00396825396825397,0.192450089729875
4,0,0.166666666666667,1.33333333333333,0.0198412698412698,0.216277553259118
5,0,0.166666666666667,1.33333333333333,0.0198412698412698,0.216277553259118
6,0,0.194444444444444,1.55555555555556,0.138888888888889,0.279515169418653
7,0,0.194444444444444,1.55555555555556,0.222222222222222,0.297051987606032
8,0,0.222222222222222,1.77777777777778,0.333333333333333,0.313831533874971
9,0,0.25,2,0.218253968253968,0.308724653094827
10,0,0.25,2,0.218253968253968,0.308724653094827
11,0.2,0.277777777777778,2.22222222222222,0.214285714285714,0.291953258036807
12,0.2,0.277777777777778,2.22222222222222,0.214285714285714,0.291953258036807
13,0,0.277777777777778,2.22222222222222,0.103174603174603,0.29932316358916
14,0.4,0.277777777777778,2.22222222222222,0.226190476190476,0.305798474971234
15,0.375,0.333333333333333,2.66666666666667,0.146825396825397,0.308242793803907
16,0.290322580645161,0.361111111111111,2.88888888888889,0.0674603174603175,0.305964081098824
17,0.310344827586207,0.361111111111111,2.88888888888889,0.126984126984127,0.317016419732234
18,0.310344827586207,0.361111111111111,2.88888888888889,0.119047619047619,0.319348718046232
19,0.375,0.416666666666667,3.33333333333333,0.103174603174603,0.318388698930309
20,0.5,0.472222222222222,3.77777777777778,0.0873015873015873,0.318206568659481
21,0.545454545454545,0.416666666666667,3.33333333333333,0.115079365079365,0.303738028328092
22,0.590163934426229,0.5,4,0.0873015873015873,0.31276425962645
23,0.545454545454545,0.472222222222222,3.77777777777778,0.0912698412698413,0.31251641893422
24,0.590163934426229,0.5,4,0.0873015873015873,0.312005678895887
25,0.654545454545455,0.472222222222222,3.77777777777778,0.107142857142857,0.301818369683023
26,0.654545454545455,0.472222222222222,3.77777777777778,0.107142857142857,0.301818369683023
27,0.654545454545455,0.472222222222222,3.77777777777778,0.107142857142857,0.301818369683023
28,0.654545454545455,0.472222222222222,3.77777777777778,0.107142857142857,0.301818369683023
29,0.654545454545455,0.472222222222222,3.77777777777778,0.107142857142857,0.301818369683023
30,0.654545454545455,0.472222222222222,3.77777777777778,0.107142857142857,0.301818369683023
31,0.654545454545455,0.472222222222222,3.77777777777778,0.107142857142857,0.301818369683023
32,0.654545454545455,0.472222222222222,3.77777777777778,0.107142857142857,0.301818369683023
33,0.654545454545455,0.472222222222222,3.77777777777778,0.107142857142857,0.301818369683023
34,0.654545454545455,0.472222222222222,3.77777777777778,0.107142857142857,0.301818369683023
35,0.654545454545455,0.472222222222222,3.77777777777778,0.107142857142857,0.301818369683023
36,0.654545454545455,0.472222222222222,3.77777777777778,0.107142857142857,0.301818369683023
37,0.654545454545455,0.472222222222222,3.77777777777778,0.107142857142857,0.301818369683023
38,0.654545454545455,0.472222222222222,3.77777777777778,0.107142857142857,0.301818369683023
39,0.654545454545455,0.472222222222222,3.77777777777778,0.107142857142857,0.301818369683023
40,0.654545454545455,0.472222222222222,3.77777777777778,0.107142857142857,0.301818369683023
41,0.654545454545455,0.472222222222222,3.77777777777778,0.107142857142857,0.301818369683023
42,0.654545454545455,0.472222222222222,3.77777777777778,0.107142857142857,0.301818369683023
43,0.654545454545455,0.472222222222222,3.77777777777778,0.107142857142857,0.301818369683023
44,0.654545454545455,0.472222222222222,3.77777777777778,0.107142857142857,0.301818369683023
45,0.654545454545455,0.472222222222222,3.77777777777778,0.107142857142857,0.301818369683023
46,0.654545454545455,0.472222222222222,3.77777777777778,0.107142857142857,0.301818369683023
47,0.654545454545455,0.472222222222222,3.77777777777778,0.107142857142857,0.301818369683023
48,0.654545454545455,0.472222222222222,3.77777777777778,0.107142857142857,0.301818369683023
49,0.654545454545455,0.472222222222222,3.77777777777778,0.107142857142857,0.301818369683023
50,0.654545454545455,0.472222222222222,3.77777777777778,0.107142857142857,0.301818369683023
