"time","trans","density","avg_degree","avg_nbet","avg_evc"
1,1,0.111111111111111,0.888888888888889,0,0.314269680527354
2,1,0.111111111111111,0.888888888888889,0,0.314269680527354
3,0,0.138888888888889,1.11111111111111,0.00396825396825397,0.192450089729875
4,0,0.166666666666667,1.33333333333333,0.0198412698412698,0.216277553259118
5,0,0.166666666666667,1.33333333333333,0.0198412698412698,0.216277553259118
6,0,0.166666666666667,1.33333333333333,0.0198412698412698,0.216277553259118
7,0,0.166666666666667,1.33333333333333,0.0317460317460317,0.30586264899518
8,0,0.166666666666667,1.33333333333333,0.0317460317460317,0.30586264899518
9,0,0.166666666666667,1.33333333333333,0.0198412698412698,0.216277553259118
10,0,0.166666666666667,1.33333333333333,0.0396825396825397,0.240027433274365
11,0,0.166666666666667,1.33333333333333,0.0198412698412698,0.216277553259118
12,0.428571428571429,0.194444444444444,1.55555555555556,0.0634920634920635,0.245829547775465
13,0.214285714285714,0.25,2,0.134920634920635,0.283056034540077
14,0.25,0.25,2,0.246031746031746,0.283938781798264
15,0.5,0.25,2,0.0873015873015873,0.282650746928959
16,0.333333333333333,0.305555555555556,2.44444444444444,0.214285714285714,0.293414703298866
17,0.24,0.361111111111111,2.88888888888889,0.115079365079365,0.330187160886177
18,0.346153846153846,0.361111111111111,2.88888888888889,0.123015873015873,0.326489647140767
19,0.4,0.388888888888889,3.11111111111111,0.115079365079365,0.330340934970898
20,0.290322580645161,0.388888888888889,3.11111111111111,0.111111111111111,0.328285537581889
21,0.387096774193548,0.388888888888889,3.11111111111111,0.111111111111111,0.326110237933596
22,0.3,0.388888888888889,3.11111111111111,0.107142857142857,0.331170474758927
23,0.454545454545455,0.388888888888889,3.11111111111111,0.115079365079365,0.314048357158817
24,0.315789473684211,0.416666666666667,3.33333333333333,0.0952380952380952,0.325479692696282
25,0.413793103448276,0.361111111111111,2.88888888888889,0.126984126984127,0.3176976471988
26,0.428571428571429,0.361111111111111,2.88888888888889,0.130952380952381,0.316716042173599
27,0.428571428571429,0.361111111111111,2.88888888888889,0.130952380952381,0.316716042173599
28,0.428571428571429,0.361111111111111,2.88888888888889,0.130952380952381,0.316716042173599
29,0.428571428571429,0.361111111111111,2.88888888888889,0.130952380952381,0.316716042173599
30,0.428571428571429,0.361111111111111,2.88888888888889,0.130952380952381,0.316716042173599
31,0.428571428571429,0.361111111111111,2.88888888888889,0.130952380952381,0.316716042173599
32,0.428571428571429,0.361111111111111,2.88888888888889,0.130952380952381,0.316716042173599
33,0.428571428571429,0.361111111111111,2.88888888888889,0.130952380952381,0.316716042173599
34,0.428571428571429,0.361111111111111,2.88888888888889,0.130952380952381,0.316716042173599
35,0.428571428571429,0.361111111111111,2.88888888888889,0.130952380952381,0.316716042173599
36,0.428571428571429,0.361111111111111,2.88888888888889,0.130952380952381,0.316716042173599
37,0.428571428571429,0.361111111111111,2.88888888888889,0.130952380952381,0.316716042173599
38,0.428571428571429,0.361111111111111,2.88888888888889,0.130952380952381,0.316716042173599
39,0.428571428571429,0.361111111111111,2.88888888888889,0.130952380952381,0.316716042173599
40,0.428571428571429,0.361111111111111,2.88888888888889,0.130952380952381,0.316716042173599
41,0.428571428571429,0.361111111111111,2.88888888888889,0.130952380952381,0.316716042173599
42,0.428571428571429,0.361111111111111,2.88888888888889,0.130952380952381,0.316716042173599
43,0.428571428571429,0.361111111111111,2.88888888888889,0.130952380952381,0.316716042173599
44,0.428571428571429,0.361111111111111,2.88888888888889,0.130952380952381,0.316716042173599
45,0.428571428571429,0.361111111111111,2.88888888888889,0.130952380952381,0.316716042173599
46,0.428571428571429,0.361111111111111,2.88888888888889,0.130952380952381,0.316716042173599
47,0.428571428571429,0.361111111111111,2.88888888888889,0.130952380952381,0.316716042173599
48,0.428571428571429,0.361111111111111,2.88888888888889,0.130952380952381,0.316716042173599
49,0.428571428571429,0.361111111111111,2.88888888888889,0.130952380952381,0.316716042173599
50,0.428571428571429,0.361111111111111,2.88888888888889,0.130952380952381,0.316716042173599
